Pokemon Id,Pokedex Number,Pokemon Name,Alternate Form Name,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Pre-Evolution Pokemon Id,Evolution Details
734,734,Yungoos,NULL,6,Normal,NULL,Stakeout,Strong Jaw,Adaptability,NULL,48,70,30,30,30,45,253,NULL,NULL
735,735,Gumshoos,NULL,14.2,Normal,NULL,Stakeout,Strong Jaw,Adaptability,NULL,88,110,60,55,60,45,418,1259,Level 20 During The Day
736,736,Grubbin,NULL,4.4,Bug,NULL,Swarm,NULL,NULL,NULL,47,62,45,55,45,46,300,NULL,NULL
737,737,Charjabug,NULL,10.5,Bug,Electric,Battery,NULL,NULL,NULL,57,82,95,55,75,36,400,1261,Level 20
738,738,Vikavolt,NULL,45,Bug,Electric,Levitate,NULL,NULL,NULL,77,70,90,145,75,43,500,1262,In a Special Magnetic Field
2856,738,Vikavolt,NULL,45,Bug,Electric,Levitate,NULL,NULL,NULL,77,70,90,145,75,43,500,1262,Thunder Stone
739,739,Crabrawler,NULL,7,Fighting,NULL,Hyper Cutter,Iron Fist,Anger Point,NULL,47,82,57,42,47,63,338,NULL,NULL
740,740,Crabominable,NULL,180,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,NULL,97,132,77,62,67,43,478,1264,At Mount Lanakila In Alola
2858,740,Crabominable,NULL,180,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,NULL,97,132,77,62,67,43,478,1264,Ice Stone
741,741,Oricorio,NULL,3.4,Fire,Flying,Dancer,NULL,NULL,NULL,75,70,70,98,70,93,476,NULL,NULL
2859,741,Oricorio,Sensu,3.4,Ghost,Flying,Dancer,NULL,NULL,NULL,75,70,70,98,70,93,476,NULL,NULL
2860,741,Oricorio,Pom-Pom,3.4,Electric,Flying,Dancer,NULL,NULL,NULL,75,70,70,98,70,93,476,NULL,NULL
2861,741,Oricorio,Pa'u,3.4,Psychic,Flying,Dancer,NULL,NULL,NULL,75,70,70,98,70,93,476,NULL,NULL
742,742,Cutiefly,NULL,0.2,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,NULL,40,45,40,55,40,84,304,NULL,NULL
743,743,Ribombee,NULL,0.5,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,NULL,60,55,60,96,70,124,465,1268,Level 25
744,744,Rockruff,NULL,9.2,Rock,NULL,Keen Eye,Vital Spirit,Steadfast,Own Tempo,45,65,40,30,40,60,280,NULL,NULL
745,745,Lycanroc,NULL,25,Rock,NULL,Keen Eye,Sand Rush,Steadfast,NULL,75,115,65,55,65,112,487,1270,Level 25 During The Day
2865,745,Lycanroc,Midnight,25,Rock,NULL,Keen Eye,Vital Spirit,No Guard,NULL,85,115,75,55,75,82,487,1270,Level 25 During The Night
2866,745,Lycanroc,Dusk,25,Rock,NULL,Tough Claws,NULL,NULL,NULL,75,117,65,55,65,110,487,1270,Level 25 With Own Tempo Between 5-6pm
746,746,Wishiwashi,NULL,0.3,Water,NULL,Schooling,NULL,NULL,NULL,45,20,20,25,25,40,175,NULL,NULL
2867,746,Wishiwashi,School,78.6,Water,NULL,Schooling,NULL,NULL,NULL,45,140,130,140,135,30,620,NULL,NULL
747,747,Mareanie,NULL,8,Poison,Water,Merciless,Limber,Regenerator,NULL,50,53,62,43,52,45,305,NULL,NULL
748,748,Toxapex,NULL,14.5,Poison,Water,Merciless,Limber,Regenerator,NULL,50,63,152,53,142,35,495,1273,Level 38
749,749,Mudbray,NULL,110,Ground,NULL,Own Tempo,Stamina,Inner Focus,NULL,70,100,70,45,55,45,385,NULL,NULL
750,750,Mudsdale,NULL,920,Ground,NULL,Own Tempo,Stamina,Inner Focus,NULL,100,125,100,55,85,35,500,1275,Level 30
751,751,Dewpider,NULL,4,Water,Bug,Water Bubble,NULL,Water Absorb,NULL,38,40,52,40,72,27,269,NULL,NULL
752,752,Araquanid,NULL,82,Water,Bug,Water Bubble,NULL,Water Absorb,NULL,68,70,92,50,132,42,454,1278,Level 22
753,753,Fomantis,NULL,1.5,Grass,NULL,Leaf Guard,NULL,Contrary,NULL,40,55,35,50,35,35,250,NULL,NULL
754,754,Lurantis,NULL,18.5,Grass,NULL,Leaf Guard,NULL,Contrary,NULL,70,105,90,80,90,45,480,1280,Level 34 During The Day
755,755,Morelull,NULL,1.5,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,NULL,40,35,55,65,75,15,285,NULL,NULL
756,756,Shiinotic,NULL,11.5,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,NULL,60,45,80,90,100,30,405,1282,Level 24
757,757,Salandit,NULL,4.8,Poison,Fire,Corrosion,NULL,Oblivious,NULL,48,44,40,71,40,77,320,NULL,NULL
758,758,Salazzle,NULL,22.2,Poison,Fire,Corrosion,NULL,Oblivious,NULL,68,64,60,111,60,117,480,1284,Level 33 When Female
759,759,Stufful,NULL,6.8,Normal,Fighting,Fluffy,Klutz,Cute Charm,NULL,70,75,50,45,50,50,340,NULL,NULL
760,760,Bewear,NULL,135,Normal,Fighting,Fluffy,Klutz,Unnerve,NULL,120,125,80,55,60,60,500,1286,Level 27
761,761,Bounsweet,NULL,3.2,Grass,NULL,Leaf Guard,Oblivious,Sweet Veil,NULL,42,30,38,30,38,32,210,NULL,NULL
762,762,Steenee,NULL,8.2,Grass,NULL,Leaf Guard,Oblivious,Sweet Veil,NULL,52,40,48,40,48,62,290,1289,Level 18
763,763,Tsareena,NULL,21.4,Grass,NULL,Leaf Guard,Queenly Majesty,Sweet Veil,NULL,72,120,98,50,98,72,510,1290,Knowing Stomp
764,764,Comfey,NULL,0.3,Fairy,NULL,Flower Veil,Triage,Natural Cure,NULL,51,52,90,82,110,100,485,NULL,NULL
765,765,Oranguru,NULL,76,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,NULL,90,60,80,90,110,60,490,NULL,NULL
766,766,Passimian,NULL,82.8,Fighting,NULL,Receiver,NULL,Defiant,NULL,100,120,90,40,60,80,490,NULL,NULL
767,767,Wimpod,NULL,12,Bug,Water,Wimp Out,NULL,NULL,NULL,25,35,40,20,30,80,230,NULL,NULL
768,768,Golisopod,NULL,108,Bug,Water,Emergency Exit,NULL,NULL,NULL,75,125,140,60,90,40,530,1294,Level 30
769,769,Sandygast,NULL,70,Ghost,Ground,Water Compaction,NULL,Sand Veil,NULL,55,55,80,70,45,15,320,NULL,NULL
770,770,Palossand,NULL,250,Ghost,Ground,Water Compaction,NULL,Sand Veil,NULL,85,75,110,100,75,35,480,1296,Level 42
771,771,Pyukumuku,NULL,1.2,Water,NULL,Innards Out,NULL,Unaware,NULL,55,60,130,30,130,5,410,NULL,NULL
772,772,Type: Null,NULL,120.5,Normal,NULL,Battle Armor,NULL,NULL,NULL,95,95,95,95,95,59,534,NULL,NULL
773,773,Silvally,NULL,100.5,Normal,NULL,RKS System,NULL,NULL,NULL,95,95,95,95,95,95,570,1300,NULL
774,774,Minior,NULL,40,Rock,Flying,Shields Down,NULL,NULL,NULL,60,60,100,60,100,60,440,NULL,NULL
2895,774,Minior,Yellow,0.3,Rock,Flying,Shields Down,NULL,NULL,NULL,60,100,60,100,60,120,500,NULL,NULL
2896,774,Minior,Violet,0.3,Rock,Flying,Shields Down,NULL,NULL,NULL,60,100,60,100,60,120,500,NULL,NULL
2897,774,Minior,Red,0.3,Rock,Flying,Shields Down,NULL,NULL,NULL,60,100,60,100,60,120,500,NULL,NULL
2898,774,Minior,Orange,0.3,Rock,Flying,Shields Down,NULL,NULL,NULL,60,100,60,100,60,120,500,NULL,NULL
2899,774,Minior,Indigo,0.3,Rock,Flying,Shields Down,NULL,NULL,NULL,60,100,60,100,60,120,500,NULL,NULL
2900,774,Minior,Green,0.3,Rock,Flying,Shields Down,NULL,NULL,NULL,60,100,60,100,60,120,500,NULL,NULL
2901,774,Minior,Blue,0.3,Rock,Flying,Shields Down,NULL,NULL,NULL,60,100,60,100,60,120,500,NULL,NULL
775,775,Komala,NULL,19.9,Normal,NULL,Comatose,NULL,NULL,NULL,65,115,65,75,95,65,480,NULL,NULL
776,776,Turtonator,NULL,212,Fire,Dragon,Shell Armor,NULL,NULL,NULL,60,78,135,91,85,36,485,NULL,NULL
777,777,Togedemaru,NULL,3.3,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,NULL,65,98,63,40,73,96,435,NULL,NULL
778,778,Mimikyu,NULL,0.7,Ghost,Fairy,Disguise,NULL,NULL,NULL,55,90,80,50,105,96,476,NULL,NULL
779,779,Bruxish,NULL,19,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,NULL,68,105,70,70,70,92,475,NULL,NULL
780,780,Drampa,NULL,185,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,NULL,78,60,85,135,91,36,485,NULL,NULL
781,781,Dhelmise,NULL,210,Ghost,Grass,Steelworker,NULL,NULL,NULL,70,131,100,86,90,40,517,NULL,NULL
782,782,Jangmo-o,NULL,29.7,Dragon,NULL,Bulletproof,Soundproof,Overcoat,NULL,45,55,65,45,45,45,300,NULL,NULL
783,783,Hakamo-o,NULL,47,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,NULL,55,75,90,65,70,65,420,1311,Level 35
784,784,Kommo-o,NULL,78.2,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,NULL,75,110,125,100,105,85,600,1312,Level 45
785,785,Tapu Koko,NULL,20.5,Electric,Fairy,Electric Surge,NULL,Telepathy,NULL,70,115,85,95,75,130,570,NULL,NULL
786,786,Tapu Lele,NULL,18.6,Psychic,Fairy,Psychic Surge,NULL,Telepathy,NULL,70,85,75,130,115,95,570,NULL,NULL
787,787,Tapu Bulu,NULL,45.5,Grass,Fairy,Grassy Surge,NULL,Telepathy,NULL,70,130,115,85,95,75,570,NULL,NULL
788,788,Tapu Fini,NULL,21.2,Water,Fairy,Misty Surge,NULL,Telepathy,NULL,70,75,115,95,130,85,570,NULL,NULL
789,789,Cosmog,NULL,0.1,Psychic,NULL,Unaware,NULL,NULL,NULL,43,29,31,29,31,37,200,NULL,NULL
790,790,Cosmoem,NULL,999.9,Psychic,NULL,Sturdy,NULL,NULL,NULL,43,29,131,29,131,37,400,1318,Level 43
791,791,Solgaleo,NULL,230,Psychic,Steel,Full Metal Body,NULL,NULL,NULL,137,137,107,113,89,97,680,1320,Level 53 In Sun Or Ultra Sun
2918,791,Solgaleo,NULL,230,Psychic,Steel,Full Metal Body,NULL,NULL,NULL,137,137,107,113,89,97,680,1320,Level 53 In Sword
2919,791,Solgaleo,NULL,230,Psychic,Steel,Full Metal Body,NULL,NULL,NULL,137,137,107,113,89,97,680,1320,Level 53 in Scarlet
792,792,Lunala,NULL,120,Psychic,Ghost,Shadow Shield,NULL,NULL,NULL,137,113,89,137,107,97,680,1320,Level 53 In Moon Or Ultra Moon
2920,792,Lunala,NULL,120,Psychic,Ghost,Shadow Shield,NULL,NULL,NULL,137,113,89,137,107,97,680,1320,Level 53 In Shield
2921,792,Lunala,NULL,120,Psychic,Ghost,Shadow Shield,NULL,NULL,NULL,137,113,89,137,107,97,680,1320,Level 53 in Violet
793,793,Nihilego,NULL,55.5,Rock,Poison,Beast Boost,NULL,NULL,NULL,109,53,47,127,131,103,570,NULL,NULL
794,794,Buzzwole,NULL,333.6,Bug,Fighting,Beast Boost,NULL,NULL,NULL,107,139,139,53,53,79,570,NULL,NULL
795,795,Pheromosa,NULL,25,Bug,Fighting,Beast Boost,NULL,NULL,NULL,71,137,37,137,37,151,570,NULL,NULL
796,796,Xurkitree,NULL,100,Electric,NULL,Beast Boost,NULL,NULL,NULL,83,89,71,173,71,83,570,NULL,NULL
797,797,Celesteela,NULL,999.9,Steel,Flying,Beast Boost,NULL,NULL,NULL,97,101,103,107,101,61,570,NULL,NULL
798,798,Kartana,NULL,0.1,Grass,Steel,Beast Boost,NULL,NULL,NULL,59,181,131,59,31,109,570,NULL,NULL
799,799,Guzzlord,NULL,888,Dark,Dragon,Beast Boost,NULL,NULL,NULL,223,101,53,97,53,43,570,NULL,NULL
800,800,Necrozma,NULL,230,Psychic,NULL,Prism Armor,NULL,NULL,NULL,97,107,101,127,89,79,600,NULL,NULL
2929,800,Necrozma,Ultra,230,Psychic,Dragon,Neuroforce,NULL,NULL,NULL,97,167,97,167,97,129,754,NULL,NULL
2930,800,Necrozma,Dusk-Mane,460,Psychic,Steel,Prism Armor,NULL,NULL,NULL,97,157,127,113,109,77,680,NULL,NULL
2931,800,Necrozma,Dawn-Wings,350,Psychic,Ghost,Prism Armor,NULL,NULL,NULL,97,113,109,157,127,77,680,NULL,NULL
801,801,Magearna,NULL,80.5,Steel,Fairy,Soul-Heart,NULL,NULL,NULL,80,95,115,130,115,65,600,NULL,NULL
2932,801,Magearna,Original,80.5,Steel,Fairy,Soul-Heart,NULL,NULL,NULL,80,95,115,130,115,65,600,NULL,NULL
802,802,Marshadow,NULL,22.2,Fighting,Ghost,Technician,NULL,NULL,NULL,90,125,80,90,90,125,600,NULL,NULL
803,803,Poipole,NULL,1.8,Poison,NULL,Beast Boost,NULL,NULL,NULL,67,73,67,73,67,73,420,NULL,NULL
804,804,Naganadel,NULL,150,Poison,Dragon,Beast Boost,NULL,NULL,NULL,73,73,73,127,73,121,540,1334,Knowing Dragon Pulse
805,805,Stakataka,NULL,820,Rock,Steel,Beast Boost,NULL,NULL,NULL,61,131,211,53,101,13,570,NULL,NULL
806,806,Blacephalon,NULL,13,Fire,Ghost,Beast Boost,NULL,NULL,NULL,53,127,53,151,79,107,570,NULL,NULL
807,807,Zeraora,NULL,44.5,Electric,NULL,Volt Absorb,NULL,NULL,NULL,88,112,75,102,80,143,600,NULL,NULL
808,808,Meltan,NULL,8,Steel,NULL,Magnet Pull,NULL,NULL,NULL,46,65,65,55,35,34,300,NULL,NULL
809,809,Melmetal,NULL,800,Steel,NULL,Iron Fist,NULL,NULL,NULL,135,143,143,80,65,34,600,1339,400 Meltan Candy
2940,809,Melmetal,Gigantamax,0,Steel,NULL,Iron Fist,NULL,NULL,NULL,135,143,143,80,65,34,600,NULL,NULL
810,810,Grookey,NULL,5,Grass,NULL,Overgrow,NULL,Grassy Surge,NULL,50,65,50,40,40,65,310,NULL,NULL
811,811,Thwackey,NULL,14,Grass,NULL,Overgrow,NULL,Grassy Surge,NULL,70,85,70,55,60,80,420,1439,Level 16
812,812,Rillaboom,NULL,90,Grass,NULL,Overgrow,NULL,Grassy Surge,NULL,100,125,90,60,70,85,530,1440,Level 35
2943,812,Rillaboom,Gigantamax,0,Grass,NULL,Overgrow,NULL,Grassy Surge,NULL,100,125,90,60,70,85,530,NULL,NULL
813,813,Scorbunny,NULL,4.5,Fire,NULL,Blaze,NULL,Libero,NULL,50,71,40,40,40,69,310,NULL,NULL
814,814,Raboot,NULL,9,Fire,NULL,Blaze,NULL,Libero,NULL,65,86,50,55,60,94,410,1442,Level 16
815,815,Cinderace,NULL,33,Fire,NULL,Blaze,NULL,Libero,NULL,80,116,75,65,75,119,530,1443,Level 35
2946,815,Cinderace,Gigantamax,0,Fire,NULL,Blaze,NULL,Libero,NULL,80,116,75,65,75,119,530,NULL,NULL
816,816,Sobble,NULL,4,Water,NULL,Torrent,NULL,Sniper,NULL,50,40,40,70,40,70,310,NULL,NULL
817,817,Drizzile,NULL,11.5,Water,NULL,Torrent,NULL,Sniper,NULL,65,60,55,95,55,90,420,1445,Level 16
818,818,Inteleon,NULL,45.2,Water,NULL,Torrent,NULL,Sniper,NULL,70,85,65,125,65,120,530,1446,Level 35
2949,818,Inteleon,Gigantamax,0,Water,NULL,Torrent,NULL,Sniper,NULL,70,85,65,125,65,120,530,NULL,NULL
819,819,Skwovet,NULL,2.5,Normal,NULL,Cheek Pouch,NULL,Gluttony,NULL,70,55,55,35,35,25,275,NULL,NULL
820,820,Greedent,NULL,6,Normal,NULL,Cheek Pouch,NULL,Gluttony,NULL,120,95,95,55,75,20,460,1462,Level 24
821,821,Rookidee,NULL,1.8,Flying,NULL,Keen Eye,Unnerve,Big Pecks,NULL,38,47,35,33,35,57,245,NULL,NULL
822,822,Corvisquire,NULL,16,Flying,NULL,Keen Eye,Unnerve,Big Pecks,NULL,68,67,55,43,55,77,365,1469,Level 18
823,823,Corviknight,NULL,75,Flying,Steel,Pressure,Unnerve,Mirror Armor,NULL,98,87,105,53,85,67,495,1470,Level 38
2954,823,Corviknight,Gigantamax,0,Flying,Steel,Pressure,Unnerve,Mirror Armor,NULL,98,87,105,53,85,67,495,NULL,NULL
824,824,Blipbug,NULL,8,Bug,NULL,Swarm,Compound Eyes,Telepathy,NULL,25,20,20,25,45,45,180,NULL,NULL
825,825,Dottler,NULL,19.5,Bug,Psychic,Swarm,Compound Eyes,Telepathy,NULL,50,35,80,50,90,30,335,1485,Level 10
826,826,Orbeetle,NULL,40.8,Bug,Psychic,Swarm,Frisk,Telepathy,NULL,60,45,110,80,120,90,505,1486,Level 30
2957,826,Orbeetle,Gigantamax,0,Bug,Psychic,Swarm,Frisk,Telepathy,NULL,60,45,110,80,120,90,505,NULL,NULL
827,827,Nickit,NULL,8.9,Dark,NULL,Run Away,Unburden,Stakeout,NULL,40,28,28,47,52,50,245,NULL,NULL
828,828,Thievul,NULL,19.9,Dark,NULL,Run Away,Unburden,Stakeout,NULL,70,58,58,87,92,90,455,1488,Level 18
829,829,Gossifleur,NULL,2.2,Grass,NULL,Cotton Down,Regenerator,Effect Spore,NULL,40,40,60,40,60,10,250,NULL,NULL
830,830,Eldegoss,NULL,2.5,Grass,NULL,Cotton Down,Regenerator,Effect Spore,NULL,60,50,90,80,120,60,460,1490,Level 20
831,831,Wooloo,NULL,6,Normal,NULL,Fluffy,Run Away,Bulletproof,NULL,42,40,55,40,45,48,270,NULL,NULL
832,832,Dubwool,NULL,43,Normal,NULL,Fluffy,Steadfast,Bulletproof,NULL,72,80,100,60,90,88,490,1492,Level 24
833,833,Chewtle,NULL,8.5,Water,NULL,Strong Jaw,Shell Armor,Swift Swim,NULL,50,64,50,38,38,44,284,NULL,NULL
834,834,Drednaw,NULL,115.5,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,NULL,90,115,90,48,68,74,485,1494,Level 22
2965,834,Drednaw,Gigantamax,0,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,NULL,90,115,90,48,68,74,485,NULL,NULL
835,835,Yamper,NULL,13.5,Electric,NULL,Ball Fetch,NULL,Rattled,NULL,59,45,50,40,50,26,270,NULL,NULL
836,836,Boltund,NULL,34,Electric,NULL,Strong Jaw,NULL,Competitive,NULL,69,90,60,90,60,121,490,1496,Level 25
837,837,Rolycoly,NULL,12,Rock,NULL,Steam Engine,Heatproof,Flash Fire,NULL,30,40,50,40,50,30,240,NULL,NULL
838,838,Carkol,NULL,78,Rock,Fire,Steam Engine,Flame Body,Flash Fire,NULL,80,60,90,60,70,50,410,1498,Level 18
839,839,Coalossal,NULL,310.5,Rock,Fire,Steam Engine,Flame Body,Flash Fire,NULL,110,80,120,80,90,30,510,1499,Level 34
2970,839,Coalossal,Gigantamax,0,Rock,Fire,Steam Engine,Flame Body,Flash Fire,NULL,110,80,120,80,90,30,510,NULL,NULL
840,840,Applin,NULL,0.5,Grass,Dragon,Ripen,Gluttony,Bulletproof,NULL,40,40,80,40,40,20,260,NULL,NULL
841,841,Flapple,NULL,1,Grass,Dragon,Ripen,Gluttony,Hustle,NULL,70,110,80,95,60,70,485,1501,Tart Apple
2972,841,Flapple,Gigantamax,0,Grass,Dragon,Ripen,Gluttony,Hustle,NULL,70,110,80,95,60,70,485,NULL,NULL
842,842,Appletun,NULL,13,Grass,Dragon,Ripen,Gluttony,Thick Fat,NULL,110,85,80,100,80,30,485,1501,Sweet Apple
2973,842,Appletun,Gigantamax,0,Grass,Dragon,Ripen,Gluttony,Thick Fat,NULL,110,85,80,100,80,30,485,NULL,NULL
843,843,Silicobra,NULL,7.6,Ground,NULL,Sand Spit,Shed Skin,Sand Veil,NULL,52,57,75,35,50,46,315,NULL,NULL
844,844,Sandaconda,NULL,65.5,Ground,NULL,Sand Spit,Shed Skin,Sand Veil,NULL,72,107,125,65,70,71,510,1504,Level 36
2975,844,Sandaconda,Gigantamax,0,Ground,NULL,Sand Spit,Shed Skin,Sand Veil,NULL,72,107,125,65,70,71,510,NULL,NULL
845,845,Cramorant,NULL,18,Flying,Water,Gulp Missile,NULL,NULL,NULL,70,85,55,85,95,85,475,NULL,NULL
846,846,Arrokuda,NULL,1,Water,NULL,Swift Swim,NULL,Propeller Tail,NULL,41,63,40,40,30,66,280,NULL,NULL
847,847,Barraskewda,NULL,30,Water,NULL,Swift Swim,NULL,Propeller Tail,NULL,61,123,60,60,50,136,490,1507,Level 26
848,848,Toxel,NULL,11,Electric,Poison,Rattled,Static,Klutz,NULL,40,38,35,54,35,40,242,NULL,NULL
849,849,Toxtricity,NULL,40,Electric,Poison,Punk Rock,Plus,Technician,NULL,75,98,70,114,70,75,502,14,"Level 30 With An Adamant, Brave, Docile, Hardy, Hasty, Impish, Jolly, Lax, Naive, Naughty, Quirky, Rash, or Sassy Nature"
2980,849,Toxtricity,Low-Key,40,Electric,Poison,Punk Rock,Minus,Technician,NULL,75,98,70,114,70,75,502,14,"Level 30 With A Bashful, Bold, Calm, Careful, Gentle, Lonely, Mild, Modest, Quiet, Relaxed, Serious, or Timid Nature"
2981,849,Toxtricity,Low-Key-Gigantamax,0,Electric,Poison,Punk Rock,Minus,Technician,NULL,75,98,70,114,70,75,502,NULL,NULL
2982,849,Toxtricity,Gigantamax,0,Electric,Poison,Punk Rock,Plus,Technician,NULL,75,98,70,114,70,75,502,NULL,NULL
850,850,Sizzlipede,NULL,1,Fire,Bug,Flash Fire,White Smoke,Flame Body,NULL,50,65,45,50,50,45,305,NULL,NULL
851,851,Centiskorch,NULL,120,Fire,Bug,Flash Fire,White Smoke,Flame Body,NULL,100,115,65,90,90,65,525,1509,Level 28
2984,851,Centiskorch,Gigantamax,0,Fire,Bug,Flash Fire,White Smoke,Flame Body,NULL,100,115,65,90,90,65,525,NULL,NULL
852,852,Clobbopus,NULL,4,Fighting,NULL,Limber,NULL,Technician,NULL,50,68,60,50,50,32,310,NULL,NULL
853,853,Grapploct,NULL,39,Fighting,NULL,Limber,NULL,Technician,NULL,80,118,90,70,80,42,480,1511,Knowing Taunt
854,854,Sinistea,NULL,0.2,Ghost,NULL,Weak Armor,NULL,Cursed Body,NULL,40,45,45,74,54,50,308,NULL,NULL
2987,854,Sinistea,Antique,0.2,Ghost,NULL,Weak Armor,NULL,Cursed Body,NULL,40,45,45,74,54,50,308,NULL,NULL
855,855,Polteageist,NULL,0.4,Ghost,NULL,Weak Armor,NULL,Cursed Body,NULL,60,65,65,134,114,70,508,1513,Cracked Pot
2988,855,Polteageist,Antique,0.4,Ghost,NULL,Weak Armor,NULL,Cursed Body,NULL,60,65,65,134,114,70,508,1761,Chipped Pot
856,856,Hatenna,NULL,3.4,Psychic,NULL,Healer,Anticipation,Magic Bounce,NULL,42,30,45,56,53,39,265,NULL,NULL
857,857,Hattrem,NULL,4.8,Psychic,NULL,Healer,Anticipation,Magic Bounce,NULL,57,40,65,86,73,49,370,1515,Level 32
858,858,Hatterene,NULL,5.1,Psychic,Fairy,Healer,Anticipation,Magic Bounce,NULL,57,90,95,136,103,29,510,1516,Level 42
2991,858,Hatterene,Gigantamax,0,Psychic,Fairy,Healer,Anticipation,Magic Bounce,NULL,57,90,95,136,103,29,510,NULL,NULL
859,859,Impidimp,NULL,5.5,Dark,Fairy,Prankster,Frisk,Pickpocket,NULL,45,45,30,55,40,50,265,NULL,NULL
860,860,Morgrem,NULL,12.5,Dark,Fairy,Prankster,Frisk,Pickpocket,NULL,65,60,45,75,55,70,370,1518,Level 32
861,861,Grimmsnarl,NULL,61,Dark,Fairy,Prankster,Frisk,Pickpocket,NULL,95,120,65,95,75,60,510,1519,Level 42
2994,861,Grimmsnarl,Gigantamax,0,Dark,Fairy,Prankster,Frisk,Pickpocket,NULL,95,120,65,95,75,60,510,NULL,NULL
862,862,Obstagoon,NULL,46,Dark,Normal,Reckless,Guts,Defiant,NULL,93,90,101,60,81,95,520,1467,Level 35 At Night
863,863,Perrserker,NULL,28,Steel,NULL,Battle Armor,Tough Claws,Steely Spirit,NULL,70,110,100,50,60,50,440,98,Level 28
864,864,Cursola,NULL,0.4,Ghost,NULL,Weak Armor,NULL,Perish Body,NULL,60,95,50,145,130,30,510,1389,Level 38
865,865,Sirfetch'd,NULL,117,Fighting,NULL,Steadfast,NULL,Scrappy,NULL,62,135,95,68,82,65,507,1369,Land Three Critical Hits In One Battle
866,866,Mr. Rime,NULL,58.2,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,NULL,80,85,75,110,100,70,520,1377,Level 42
867,867,Runerigus,NULL,66.6,Ground,Ghost,Wandering Spirit,NULL,NULL,NULL,58,95,145,50,105,30,483,1464,Take 49+ Damage and Travel Under Stone Bridge in Dusty Bowl in Galar
868,868,Milcery,NULL,0.3,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,45,40,40,50,61,34,270,NULL,NULL
869,869,Alcremie,NULL,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Clockwise Less Than 5 Seconds During The Day
3002,869,Alcremie,Salted-Cream,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Counterclockwise Less Than 5 Seconds During The Night
3003,869,Alcremie,Ruby-Swirl,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Counterclockwise More Than 5 Seconds During The Day
3004,869,Alcremie,Ruby-Cream,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Counterclockwise Less Than 5 Seconds During The Day
3005,869,Alcremie,Rainbow-Swirl,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Counterclockwise More Than 10 Seconds During The Evening
3006,869,Alcremie,Mint-Cream,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Counterclockwise More Than 5 Seconds During The Night
3007,869,Alcremie,Matcha-Cream,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Clockwise Less Than 5 Seconds During The Night
3008,869,Alcremie,Lemon-Cream,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Clockwise More Than 5 Seconds During The Night
3009,869,Alcremie,Gigantamax,0,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,NULL,NULL
3010,869,Alcremie,Caramel-Swirl,0.5,Fairy,NULL,Sweet Veil,NULL,Aroma Veil,NULL,65,60,75,110,121,64,495,1483,Spin Clockwise More Than 5 Seconds During The Day
870,870,Falinks,NULL,62,Fighting,NULL,Battle Armor,NULL,Defiant,NULL,60,100,100,70,60,75,465,NULL,NULL
871,871,Pincurchin,NULL,1,Electric,NULL,Lightning Rod,NULL,Electric Surge,NULL,48,101,95,91,85,15,435,NULL,NULL
872,872,Snom,NULL,3.8,Ice,Bug,Shield Dust,NULL,Ice Scales,NULL,30,25,35,45,30,20,185,NULL,NULL
873,873,Frosmoth,NULL,42,Ice,Bug,Shield Dust,NULL,Ice Scales,NULL,70,65,60,125,90,65,475,1481,During The Night
874,874,Stonjourner,NULL,520,Rock,NULL,Power Spot,NULL,NULL,NULL,100,125,135,20,20,70,470,NULL,NULL
